Job Title,Company,Location,Min Salary,Max Salary,Retrieved Date
Intermediate C++ Software Developer – Integrated Media Block,Christie Digital Systems Inc.,"Kitchener, ON",87571,110884,2023-11-01
Senior Software Developer - Quantum Compiler/Transpiler,Anyon Systems Inc.,"Waterloo, ON",95899,121430,2023-11-01
Software Engineering Manager,CEDENT,"Waterloo, ON",102184,129388,2023-11-01
Software Engineer,BicDroid Inc.,"Waterloo, ON",80288,101663,2023-11-01
Senior Software Developer,Dejero Labs Inc.,"Waterloo, ON",99018,125379,2023-11-01
WordPress Developer,RKD,"Guelph, ON",70359,89090,2023-11-01
Automation Engineer,Linamar Corp,"Guelph, ON",63807,80794,2023-11-01
Network Engineer - IT & Cloud Infrastructure,Siemens,"Kitchener, ON",67724,85754,2023-11-01
Sr. Software Developer,Open Text Corporation,"Waterloo, ON",87375,110636,2023-11-01
Senior Direct3D Software Developer,ALLUDO,"Waterloo, ON",109785,139013,2023-11-01
Software Engineer - Full Stack,MCAP,"Waterloo, ON",88820,112466,2023-11-01
Software Engineer,MealSuite,"Kitchener, ON",90091,114076,2023-11-01
"Senior Java Developer (onsite Cambridge, ON)",VectorVue,"Kitchener, ON",,,2023-11-01
Backend / Django Developer,Coulter Software Inc.,Various locations,55000,80000,2023-11-01
Java WebObjects Web Developer,LifeLearn,"Guelph, ON",78081,98868,2023-11-01
"Lead Technology Specialist, Digital Developer",Equitable,"Waterloo, ON",100782,127613,2023-11-01
AWS/DevOps Engineer,Venuiti,"Kitchener, ON",53467,118802,2023-11-01
Software Deployment Engineer,Brock Solutions,"Kitchener, ON",75889,96093,2023-11-01
Build System Developer,MAXON Computer,"Waterloo, ON",84898,107499,2023-11-01
Production Support Specialist,Open Text Corporation,"Waterloo, ON",53157,67309,2023-11-01
FPGA Developer,Christie Digital,"Kitchener, ON",82097,103953,2023-11-01
Experienced Full Stack Web Developer,Boardera Software,"Kitchener, ON",69716,88276,2023-11-01
Senior Dotnet Developer,Ag Energy Co-operative Ltd.,"Guelph, ON",102924,130324,2023-11-01
"Developer, Power Platform",Addenda Capital,"Guelph, ON",69047,87428,2023-11-01
Business Analyst,Open Text Corporation,"Waterloo, ON",73381,92917,2023-11-01
Senior Software Engineer,NCR,"Waterloo, ON",100064,126704,2023-11-01
Software Engineering Manager,onsemi,"Waterloo, ON",93448,118327,2023-11-01
Controls Programmer (Lead),Prime Automation Inc,"Waterloo, ON",,,2023-11-01
Intermediate Control Systems Software Designer,ATS Automation Tooling Systems,"Cambridge, ON",62955,79715,2023-11-01
Project Manager,Ontario Health,Various locations,96287,121921,2023-11-01
Staff Software Developer (Fleet Manager),OTTO Motors by Rockwell Automation,"Kitchener, ON",110029,139321,2023-11-01
Application Developer,Stantec,"Waterloo, ON",94215,119297,2023-11-01
Senior Software Developer,ATS Automation Tooling Systems,"Cambridge, ON",119813,151711,2023-11-01
Lead Software Engineer,Sun Life,"Waterloo, ON",82000,135000,2023-11-01
"Intermediate Image Specialist, Product Developer",Christie Digital Systems Inc.,"Kitchener, ON",66061,83648,2023-11-01
Technical Support Specialist,Open Text Corporation,"Waterloo, ON",52041,65896,2023-11-01
IT Software Developer - (Salesforce),Open Text Corporation,"Waterloo, ON",84511,107010,2023-11-01
FPGA Developer,Christie Digital Systems Inc.,"Kitchener, ON",82333,104252,2023-11-01
"Intermediate Image Specialist, Product Developer",Christie Digital,"Kitchener, ON",66503,84208,2023-11-01
Senior Software Developer,D2L,"Kitchener, ON",105533,133629,2023-11-01
Lead Software Developer,opentext,"Waterloo, ON",99852,126435,2023-11-01
Senior Wordpress Developer for Ecommerce,Sienci Labs Inc.,"Waterloo, ON",60000,85000,2023-11-01
Fullstack Senior Software Developer,Geotab,"Waterloo, ON",89815,113725,2023-11-01
Software Engineering Manager,ATS Automation Tooling Systems,"Cambridge, ON",97356,123275,2023-11-01
"Product Developer, Software - Advanced Research",Christie Digital Systems Inc.,"Kitchener, ON",76644,97048,2023-11-01
Jr. Application Developer,The Judge Group,"Elmira, ON",,,2023-11-01
Senior Direct3D Software Developer,ALLUDO,"Waterloo, ON",109785,139013,2023-11-01
"Senior Software Engineer, Mobile (Android) - Remote/Hybrid",IMS,"Waterloo, ON",93765,118728,2023-11-01
IT/ Software Development Technology Consultant for Tax Incentives,KPMG,"Waterloo, ON",57375,72650,2023-11-01
DevOps Engineer,Palitronica Inc.,"Waterloo, ON",97397,123327,2023-11-01
"Manager, Software Development",D2L,"Kitchener, ON",102285,129515,2023-11-01
Senior Cloud Ops Engineer,Magnet Forensics,"Waterloo, ON",106188,134458,2023-11-01
Senior Software Developer,Brock Solutions,"Kitchener, ON",100193,126867,2023-11-01
Senior Java Developer,Descartes,"Waterloo, ON",88394,111926,2023-11-01
"Application Support Engineer, Cloud",Sun Life,"Waterloo, ON",82000,135000,2023-11-01
Business Analyst,opentext,"Waterloo, ON",73381,92917,2023-11-01
Senior Dev Sec Ops Specialist,BlackBerry,"Waterloo, ON",94278,119377,2023-11-01
"Senior Staff Software Developer, Precision Health Platform",Verily,"Waterloo, ON",110286,139646,2023-11-01
Full Stack Engineer,Just Play Sports Solutions LLC,"Kitchener, ON",85716,108535,2023-11-01
Health Records Tech Coder,Grand River Hospital,"Kitchener, ON",46065,58328,2023-11-01
Electrical/Controls Developer,ISN Technologies,"Waterloo, ON",75447,95532,2023-11-01
CNC Programmer,Artco,"Kitchener, ON",40790,51650,2023-11-01
Automation Engineer,Nfinite Nanotech,"Waterloo, ON",75456,95544,2023-11-01
"Product Developer, Software - Advanced Research",Christie Digital,"Kitchener, ON",78402,99275,2023-11-01
Intermediate C++ Software Developer – Integrated Media Block,Christie Digital,"Kitchener, ON",87719,111071,2023-11-01
Associate Product Support Specialist,opentext,"Waterloo, ON",52799,66856,2023-11-01
Sr. Software Developer,opentext,"Waterloo, ON",87375,110636,2023-11-01
Sr. Production Support Specialist,opentext,"Waterloo, ON",67062,84916,2023-11-01
Senior Software Engineer - Archer (Contract),Sun Life,"Waterloo, ON",82000,135000,2023-11-01
Jr. Full Stack Development Training & Paid Internship,Prepr,"Guelph, ON",,,2023-11-01
Sr. Software Engineer,MCAP,"Waterloo, ON",97165,123032,2023-11-01
computer numerical control (CNC) programmer,Heroux Devtek,"Kitchener, ON",70000,85000,2023-11-01
Controls System Software Designer- Senior,ATS Automation Tooling Systems,"Cambridge, ON",73339,92863,2023-11-01
Senior Simulation Developer,OTTO Motors by Rockwell Automation,"Kitchener, ON",94378,119504,2023-11-01
"Senior Software Engineer - Risk Controls, Health",Cash App,"Waterloo, ON",141237,178838,2023-11-01
Senior Software Architect,Dejero Labs Inc.,"Waterloo, ON",97782,123813,2023-11-01
Technical Support Specialist,opentext,"Waterloo, ON",52041,65896,2023-11-01
Sr. Technical Support Specialist,Open Text Corporation,"Waterloo, ON",60453,76547,2023-11-01
Lead Embedded Software Developer,Molex,"Waterloo, ON",102585,129896,2023-11-01
Senior Software Engineer,Carta,"Waterloo, ON",104700,132574,2023-11-01
Innovation Architect,opentext,"Waterloo, ON",71719,90812,2023-11-01
Senior Controls Software Developer,OTTO Motors by Rockwell Automation,"Kitchener, ON",87859,111249,2023-11-01
CNC Mill Programmer/Machinist,Novy Manufacturing Inc.,"Waterloo, ON",62400,,2023-11-01
Cloud Systems Administrator,Open Text Corporation,"Waterloo, ON",76714,97137,2023-11-01
Business Development Manager,MEDA,"Waterloo, ON",79422,100566,2023-11-01
Senior ASP.NET Application Developer,RKD Web Studios,"Guelph, ON",72638,91976,2023-11-01
Staff Perception Developer - Localization and Mapping,OTTO Motors by Rockwell Automation,"Kitchener, ON",99096,125478,2023-11-01
"Associate Director, Data Analytics and Development",University of Waterloo,"Waterloo, ON",88417,111956,2023-11-01
SQL Database Administrator(Intermediate Experienced),Open Text Corporation,"Waterloo, ON",93137,117932,2023-11-01
2024 Research Scientist at Perimeter Institute (CHORD radio telescope),Perimeter Institute for Theoretical Physics,"Waterloo, ON",95000,95000,2023-11-01
Senior Controls System Software Designer,ATS Automation Tooling Systems,"Cambridge, ON",78510,99411,2023-11-01
"Senior Team Lead, Software Development",Geotab,"Waterloo, ON",107422,136020,2023-11-01
"Chief Architect, Cloud & Cybersecurity","Canon Medical Informatics, Inc.","Waterloo, ON",77166,97710,2023-11-01
Senior/Intermediate Unix/Linux Developer,BicDroid Inc.,"Waterloo, ON",81333,102986,2023-11-01
Sr. Product Manager,opentext,"Waterloo, ON",110674,140139,2023-11-01
Cloud Engineer - AWS,Procom,Various locations,,,2023-11-01
"Senior Technology Specialist, Digital Developer",Equitable,"Waterloo, ON",88457,112007,2023-11-01
Lead Financial Analyst,Open Text Corporation,"Waterloo, ON",74256,94024,2023-11-01
Collections Specialist (Escalations),Open Text Corporation,"Waterloo, ON",53614,67888,2023-11-01
PLC Programmer/Systems Integrator,Trited Innovation Inc-ONTARIO,"Kitchener, ON",55976,70878,2023-11-01
Computer Programming - Subject Matter Expert (SME),Robertson College,Various locations,72580,91903,2023-11-01
Lead AEM Software Engineer,Sun Life,"Waterloo, ON",82000,135000,2023-11-01
"Advisor, Business Development (University of Waterloo)",Mitacs,"Waterloo, ON",79915,101190,2023-11-01
Senior Test Automation Developer,LogiSense Corporation,"Kitchener, ON",106510,134865,2023-11-01
Senior Control Software Engineer,Canadian Solar,"Guelph, ON",111394,141050,2023-11-01
CNC Programmer,Héroux-Devtek Inc.,"Kitchener, ON",60055,76043,2023-11-01
Business Development Specialist,BicDroid Inc.,"Waterloo, ON",66394,84070,2023-11-01
Sr. Systems Administrator,Open Text Corporation,"Waterloo, ON",87250,110478,2023-11-01
"VP, Enterprise Architecture",Open Text Corporation,"Waterloo, ON",81059,102639,2023-11-01
Web Developer II (AEM Architect),BlackBerry,"Waterloo, ON",83601,105858,2023-11-01
Senior Industrial Simulation Developer,OTTO Motors by Rockwell Automation,"Kitchener, ON",87699,111046,2023-11-01
Sr. Cloud Engineer,Huxley,"Waterloo, ON",95089,120404,2023-11-01
"Sr. Director, IT PMO",opentext,"Waterloo, ON",108651,137576,2023-11-01
Control Systems Developer (B&R Automation Specialist),ATS Automation Tooling Systems,"Cambridge, ON",69842,88436,2023-11-01
Head of Software Development,GHD,"Waterloo, ON",133598,169165,2023-11-01
Principal Network Specialist,Open Text Corporation,"Waterloo, ON",76996,97494,2023-11-01
Sr. Systems Analyst - IAM,Open Text Corporation,"Waterloo, ON",73009,92446,2023-11-01
Sr. Software Developer- Short-term Contract,ApplyBoard,"Kitchener, ON",77458,98079,2023-11-01
Sr. Product Manager,Open Text Corporation,"Waterloo, ON",110674,140139,2023-11-01
Lead Financial Analyst,opentext,"Waterloo, ON",74256,94024,2023-11-01
Jr. Application Developer,The Judge Group,"Elmira, ON",,,2023-11-01
Intermediate Control Systems Software Designer,ATS Automation Tooling Systems,"Cambridge, ON",62955,79715,2023-11-01
Senior Cloud Engineer,Ontario Health,Various locations,92823,117535,2023-11-01
Senior Direct3D Software Developer,ALLUDO,"Waterloo, ON",109785,139013,2023-11-01
Electrical Design & PLC Programmer (Automation Exp),Barrie Welding & Machine,Various locations,56885,72030,2023-11-01
Sr. Systems Analyst - IAM,opentext,"Waterloo, ON",73009,92446,2023-11-01
"Sr. Manager, Workplace Security",Open Text Corporation,"Waterloo, ON",91312,115622,2023-11-01
"Educational Developer, Indigenous Knowledges",University of Waterloo,"Waterloo, ON",70507,89278,2023-11-01
Sr. Technical Support Specialist,opentext,"Waterloo, ON",60453,76547,2023-11-01
Principal Network Specialist,opentext,"Waterloo, ON",76996,97494,2023-11-01
"Senior Software Engineer, RippleNet Payments",Ripple Labs,"Kitchener, ON",114519,145006,2023-11-01
Principal IT Software Engineer,Open Text Corporation,"Waterloo, ON",90589,114706,2023-11-01
"Director, Billing Operations",Open Text Corporation,"Waterloo, ON",86218,109171,2023-11-01
Lead Privacy Analyst,Open Text Corporation,"Waterloo, ON",76506,96874,2023-11-01
Senior Software Researcher,opentext,"Waterloo, ON",82528,104499,2023-11-01
"VP, Enterprise Architecture",opentext,"Waterloo, ON",81059,102639,2023-11-01
Master Data Management - Data/Process Analyst,opentext,"Waterloo, ON",86934,110077,2023-11-01
Senior Perception Developer - Calibration and Sensors,OTTO Motors by Rockwell Automation,"Kitchener, ON",99139,125532,2023-11-01
Innovation Architect,Open Text Corporation,"Waterloo, ON",71719,90812,2023-11-01
Job Developer/Employment Counsellor,2nd Chance Employment Counselling,"Guelph, ON",,,2023-11-01
Master Data Management - Data/Process Analyst,Open Text Corporation,"Waterloo, ON",86934,110077,2023-11-01
CNC 5th Axis Machinist/Programmer,Novy Manufacturing Inc.,"Waterloo, ON",66560,,2023-11-01
Perception Team Lead - Localization and Mapping,OTTO Motors by Rockwell Automation,"Kitchener, ON",96237,121857,2023-11-01
Sr. Program Manager (Contracts),Open Text Corporation,"Waterloo, ON",69487,87986,2023-11-01
Senior IT Technology Risk Analyst,opentext,"Waterloo, ON",82924,105000,2023-11-01
Senior Software Researcher,Open Text Corporation,"Waterloo, ON",82528,104499,2023-11-01
Unreal Engine C++ Developer II - SDK,Mawari,"Waterloo, ON",95624,121082,2023-11-01
"Sr. Director, IT PMO",Open Text Corporation,"Waterloo, ON",108651,137576,2023-11-01
Lead Accountant (Contractor),opentext,"Waterloo, ON",72508,91811,2023-11-01
Senior Mobile Developer,Sun Life,"Waterloo, ON",82000,135000,2023-11-01
Temenos T24 Developer (Remote),HVN Solutions,"Waterloo, ON",106539,134902,2023-11-01
Senior Software Engineer iOS,IMS,"Waterloo, ON",95917,121453,2023-11-01
"Director, Billing Operations",opentext,"Waterloo, ON",86218,109171,2023-11-01
JR00087402 Senior Software Engineer (.NET/ Powershell),Sun Life,"Waterloo, ON",82000,135000,2023-11-01
Benefits Manager,Open Text Corporation,"Waterloo, ON",84236,106661,2023-11-01
Bilingual Customer Support Representative - (French),Open Text Corporation,"Waterloo, ON",39896,50517,2023-11-01
"Program Manager, Corporate Giving",opentext,"Waterloo, ON",87827,111209,2023-11-01
Sr. Principal Software Architect,opentext,"Waterloo, ON",111782,141540,2023-11-01
Business Development Representative,The Syscomm Group,"Waterloo, ON",50154,63506,2023-11-01
CNC programmer,Aversan,"Waterloo, ON",70211,88903,2023-11-01
Client Manager - Professional Services Sales 1 1,opentext,"Waterloo, ON",80717,102206,2023-11-01
Client Manager - Professional Services Sales 1 1,Open Text Corporation,"Waterloo, ON",80717,102206,2023-11-01
Senior Cloud Security Operations Engineer - Remote,Revvity,"Guelph, ON",118613,150190,2023-11-01
Lead Security Compliance Analyst - Compliance Strategy,Open Text Corporation,"Waterloo, ON",79794,101037,2023-11-01
"Director, Product Marketing",Open Text Corporation,"Waterloo, ON",104966,132911,2023-11-01
Senior IT Technology Risk Analyst,Open Text Corporation,"Waterloo, ON",82924,105000,2023-11-01
Cloud Systems Administrator,opentext,"Waterloo, ON",76714,97137,2023-11-01
Sr. Systems Administrator,opentext,"Waterloo, ON",87250,110478,2023-11-01
"Director, Product Marketing",opentext,"Waterloo, ON",104966,132911,2023-11-01
Sr. Site Reliability Administrator,opentext,"Waterloo, ON",97291,123192,2023-11-01
SQL Database Administrator(Intermediate Experienced),opentext,"Waterloo, ON",93137,117932,2023-11-01
Principal Security Compliance Analyst - Compliance Strategy,opentext,"Waterloo, ON",76187,96470,2023-11-01
Lead Security Compliance Analyst - Compliance Strategy,opentext,"Waterloo, ON",79794,101037,2023-11-01
Senior Product Security & Cloud Security Engineer,Siemens,"Kitchener, ON",101415,128414,2023-11-01
"Sr. Manager, Workplace Security",opentext,"Waterloo, ON",93050,117823,2023-11-01
"Sr. Manager, Corporate Accounting",opentext,"Waterloo, ON",81315,102963,2023-11-01
Collections Specialist (Escalations),opentext,"Waterloo, ON",53614,67888,2023-11-01
Control Systems Software Designer,ATS Automation Tooling Systems,"Cambridge, ON",62955,79715,2023-11-01
Benefits Manager,opentext,"Waterloo, ON",84236,106661,2023-11-01
Sr. Program Manager (Contracts),opentext,"Waterloo, ON",69487,87986,2023-11-01
Lead Privacy Analyst,opentext,"Waterloo, ON",76506,96874,2023-11-01
Bilingual Customer Support Representative - (French),opentext,"Waterloo, ON",39896,50517,2023-11-01
Sr. Site Reliability Administrator,Open Text Corporation,"Waterloo, ON",97291,123192,2023-11-01
Sr. Principal Software Architect,Open Text Corporation,"Waterloo, ON",111782,141540,2023-11-01
"Program Manager, Corporate Giving",Open Text Corporation,"Waterloo, ON",87827,111209,2023-11-01
"Sr. Manager, Corporate Accounting",Open Text Corporation,"Waterloo, ON",81315,102963,2023-11-01
Associate Product Support Specialist,Open Text Corporation,"Waterloo, ON",52799,66856,2023-11-01
Production Support Specialist,opentext,"Waterloo, ON",53157,67309,2023-11-01
Vulkan Graphics Engineer - Global Remote,CoreAVI,"Waterloo, ON",99086,125465,2023-11-01
Principal GCP Cloud Solutions Architect,Open Text Corporation,"Waterloo, ON",74417,94228,2023-11-01
Senior Software Engineer (API/Java),Sun Life,"Waterloo, ON",82000,135000,2023-11-01
Lead Accountant (Contractor),Open Text Corporation,"Waterloo, ON",72508,91811,2023-11-01
Principal GCP Cloud Solutions Architect,opentext,"Waterloo, ON",74417,94228,2023-11-01
Infrastructure Cloud Architect,ApplyBoard,"Kitchener, ON",108484,137365,2023-11-01
Lead Site Reliability Engineer,opentext,"Waterloo, ON",99945,126552,2023-11-01
