Job Title,Company,Location,Min Salary,Max Salary,Retrieved Date,Last Appearance
M365 SharePoint Developer,University of Waterloo,"Waterloo, ON",69636.0,88175.0,2023-11-15,2023-11-22
Manufacturing Software Developer – Test Station,Ford Motor Company,"Waterloo, ON",82246.0,104141.0,2023-11-15,2023-11-22
Solution Developer,Zortech Solutions,"Kitchener, ON",50677.0,64169.0,2023-11-15,2023-11-22
Senior FPGA Developer,Christie Digital Systems Inc.,"Kitchener, ON",97352.0,123270.0,2023-11-15,2023-11-22
software developer,Global Operation Integrity Inc.,"Waterloo, ON",45000.0,65000.0,2023-11-15,2023-11-22
software developer,N. Harris Computer Corporation - USA,"Cambridge, ON",,,2023-11-15,2023-11-22
software developer,University of Waterloo,"Waterloo, ON",,,2023-11-15,2023-11-22
Software Developer,Navitas Vehicle Systems,"Waterloo, ON",61435.0,77790.0,2023-11-15,2023-11-22
"Lead Technology Specialist, BI Developer",Equitable,"Waterloo, ON",104858.0,132774.0,2023-11-15,2023-11-22
Web Analytics Manager,Open Text Corporation,"Waterloo, ON",64507.0,81680.0,2023-11-15,2023-11-22
Flutter UI Developer,Snappy Innovation Inc.,Various locations,80000.0,120000.0,2023-11-15,2023-11-15
Sr. RPA Business Analyst,Open Text Corporation,"Waterloo, ON",74081.0,93804.0,2023-11-15,2023-11-22
Senior Staff Backend Engineer,Recruiting From Scratch,"Waterloo, ON",190000.0,250000.0,2023-11-15,2023-11-22
Full Stack Developer,Procom,Various locations,,,2023-11-15,2023-11-15
Information Technology Specialist - Research Software Support,University of Waterloo,"Waterloo, ON",68015.0,86123.0,2023-11-15,2023-11-22
DevOps Developer,Bevertec CST Inc,Various locations,100000.0,100000.0,2023-11-15,2023-11-15
Senior .NET Developer,Venuiti,"Waterloo, ON",79655.0,100861.0,2023-11-15,2023-11-22
Senior Software Engineer (API/.NET),Sun Life,"Waterloo, ON",82000.0,135000.0,2023-11-15,2023-11-22
"Community Health Representative-Relocate to Port Hardy, B.C",Gwa'sala-'Nakwaxd'xw Nations,Various locations,49920.0,,2023-11-22,2023-11-22
Lead Security Analyst,Open Text Corporation,"Waterloo, ON",93444.0,118321.0,2023-11-22,2023-11-22
Staff DevOps Developer,Mappedin,"Waterloo, ON",73268.0,92774.0,2023-11-22,2023-11-22
"Director, Organizational Effectiveness",opentext,"Waterloo, ON",113773.0,144063.0,2023-11-22,2023-11-22
"Manager, Software Engineering",opentext,"Waterloo, ON",104308.0,132077.0,2023-11-22,2023-11-22
Senior Drupal Developer,Surex,Various locations,72311.0,91562.0,2023-11-22,2023-11-22
Senior Engineering Manager,Carta,"Waterloo, ON",96240.0,121862.0,2023-11-22,2023-11-22
"Senior Software Engineer, Computer Vision ( Hybrid)",Siemens,"Kitchener, ON",100697.0,127506.0,2023-11-22,2023-11-22
"Manager, Software Engineering",Open Text Corporation,"Waterloo, ON",104308.0,132077.0,2023-11-22,2023-11-22
First Nations / Inuit / Métis - HR Digital Solution Developer,BMO Financial Group,Various locations,74245.0,94011.0,2023-11-22,2023-11-22
"Director, Organizational Effectiveness",Open Text Corporation,"Waterloo, ON",113773.0,144063.0,2023-11-22,2023-11-22
Lead Security Analyst,opentext,"Waterloo, ON",93444.0,118321.0,2023-11-22,2023-11-22
"Senior Information Security Engineer,Cloud - Remote, ON",Smile Digital Health,"Kitchener, ON",122515.0,155132.0,2023-11-22,2023-11-22
"Manager, Corporate Accounting",Open Text Corporation,"Waterloo, ON",79552.0,100731.0,2023-11-22,2023-11-22
"Manager, Corporate Accounting",opentext,"Waterloo, ON",79552.0,100731.0,2023-11-22,2023-11-22
Employee Relations Manager,opentext,"Waterloo, ON",76633.0,97034.0,2023-11-22,2023-11-22
Sr. Revenue Operations Analyst 1,opentext,"Waterloo, ON",62406.0,79020.0,2023-11-22,2023-11-22
Employee Relations Manager,Open Text Corporation,"Waterloo, ON",76633.0,97034.0,2023-11-22,2023-11-22
Sr. Revenue Operations Analyst 1,Open Text Corporation,"Waterloo, ON",62406.0,79020.0,2023-11-22,2023-11-22
software developer,Sun Life Financial,"Waterloo, ON",,,2023-11-22,2023-11-22
software developer,RideCo,"Waterloo, ON",,,2023-11-22,2023-11-22
Web Developer (AEM Architect),BlackBerry,"Waterloo, ON",83601.0,105858.0,2023-11-22,2023-11-22
Software Developer I,ATS Automation Tooling Systems,"Cambridge, ON",88372.0,111899.0,2023-11-22,2023-11-22
Senior Software Engineer/Team Lead,Descartes,"Waterloo, ON",156268.0,197870.0,2023-11-22,2023-11-22
Sr. Android Developer,Open Text Corporation,"Waterloo, ON",96002.0,121560.0,2023-11-22,2023-11-22
Data Scientist and Search API Developer,opentext,"Waterloo, ON",76935.0,97417.0,2023-11-22,2023-11-22
Sr. Android Developer,opentext,"Waterloo, ON",96002.0,121560.0,2023-11-22,2023-11-22
Software Developer,Open Text Corporation,"Waterloo, ON",72216.0,91442.0,2023-11-22,2023-11-22
"Senior Technology Specialist, Enterprise Platforms Developer",Equitable,"Waterloo, ON",87385.0,110648.0,2023-11-22,2023-11-22
Software Developer,opentext,"Waterloo, ON",72216.0,91442.0,2023-11-22,2023-11-22
Test Engineer,KA Imaging Inc,"Waterloo, ON",75195.0,95214.0,2023-11-22,2023-11-22
Senior Java Developer,Venuiti,"Kitchener, ON",86589.0,109641.0,2023-11-22,2023-11-22
Data Scientist and Search API Developer,Open Text Corporation,"Waterloo, ON",76935.0,97417.0,2023-11-22,2023-11-22
Lead Software Engineer (PowerCenter/AWS/Mainframe),Sun Life,"Waterloo, ON",82000.0,135000.0,2023-11-22,2023-11-22
